protocol_mode,transaction_id,I_ac,logical_download_id,true_device_id,mno,profile_id
standard_rsp,2C2C87C34B89373AAC7E8A61C2FAD734,MID-FBA9B222B82005B9BBB3BEFC5B21350A,D0199-M04,Device-0199,MNO-D,PROFILE-214b994af4835eb7c0f3
aura_rsp,7F48CB0F3DB1D8C76EDFECF157934050,IAC-679D757E45BD69E8572A13211B505669,D0199-M04,Device-0199,MNO-D,PROFILE-214b994af4835eb7c0f3
standard_rsp,698AB54603D40FF4309C064CC6B126C0,MID-2AE66DEBAEBFD1B092393E3D6F025EA5,D0028-M04,Device-0028,MNO-D,PROFILE-8097a8292152c58c7219
aura_rsp,F4D61BF52EB2C6829C31B63337D6231A,IAC-740742A16D4E8C01F7E8EF64008161DB,D0028-M04,Device-0028,MNO-D,PROFILE-8097a8292152c58c7219
standard_rsp,241D53C5226808161FC407D216B27836,MID-F3587864D180F0A0CFE25E9648A653E7,D0202-M04,Device-0202,MNO-D,PROFILE-4c14f76aea2359ae9545
aura_rsp,8F5225F7640A85C3BD03F060CB9F8AED,IAC-8F9414911183C5D2BAABF7B4BFCD6533,D0202-M04,Device-0202,MNO-D,PROFILE-4c14f76aea2359ae9545
standard_rsp,435FE14D822676F46D84F7EFAA48CF24,MID-3EC163D2E8CF136C39B5AD5139CC13C1,D0020-M03,Device-0020,MNO-C,PROFILE-4675c6a71b03fbf29f53
aura_rsp,D48555188B0E665707F2B7BFCA00DCB9,IAC-A313B86444F52497C050CD2EADA7C884,D0020-M03,Device-0020,MNO-C,PROFILE-4675c6a71b03fbf29f53
standard_rsp,66C9D2A286C63C4FCE7AB8EC72FE03E6,MID-B324A9FB2DB8352430878AF6F98DE5D7,D0012-M04,Device-0012,MNO-D,PROFILE-39f6b296c7decded0965
aura_rsp,477494543FA007DC098F6FB84C5D32D1,IAC-8C222F418C558DF6A124480EF1311228,D0012-M04,Device-0012,MNO-D,PROFILE-39f6b296c7decded0965
standard_rsp,58D034428B38DE5187CE05BCED4E81DB,MID-32E962DEB0DFB04753DDB961AF8F1AD6,D0166-M03,Device-0166,MNO-C,PROFILE-9ae56924b9f1f4a1642a
aura_rsp,5D231A69FA7AA06D14F13BD231880D4F,IAC-C073E501E540E5F636A66353029B5F64,D0166-M03,Device-0166,MNO-C,PROFILE-9ae56924b9f1f4a1642a
standard_rsp,7899FEA9200F0308FE903D572A5C71F2,MID-7E91C6DE93ABED3F529775086FFBF496,D0040-M04,Device-0040,MNO-D,PROFILE-dcad9590bcc604cb1742
aura_rsp,F52FAB8713A0662E7D3E47F8B9AD2806,IAC-276C58198B0B66AD26CCB00060A37252,D0040-M04,Device-0040,MNO-D,PROFILE-dcad9590bcc604cb1742
standard_rsp,4FB8111270C8565CAC237C519C7872EC,MID-EA6F8A822826CB784527EF54AAB4ED63,D0010-M02,Device-0010,MNO-B,PROFILE-d7cacb3f8a31b223d606
aura_rsp,062F7E5AF539BB3213EC53FD65DFAA00,IAC-D1A518577840E3E7E84FFCB4714B9571,D0010-M02,Device-0010,MNO-B,PROFILE-d7cacb3f8a31b223d606
standard_rsp,CE3BA48B53A3D50034B3136B6ECC9D66,MID-757216D08486E049011BC931BF2546F8,D0243-M01,Device-0243,MNO-A,PROFILE-7af5ccfa06d129572ee8
aura_rsp,BE08A98A10B4236186A033B9BB72F520,IAC-96C68105FCF647CC962735EBAEECC2FD,D0243-M01,Device-0243,MNO-A,PROFILE-7af5ccfa06d129572ee8
standard_rsp,1B78A01F98D0655E9B45EE29FC615216,MID-E82760490E952A8EFD3501FBB3DE115A,D0250-M02,Device-0250,MNO-B,PROFILE-e2242cf6c20c71872756
aura_rsp,C3E3815FAB73C6C6A5F9F54607DFD46B,IAC-E366D1227D0A8E323691BCE07272F71D,D0250-M02,Device-0250,MNO-B,PROFILE-e2242cf6c20c71872756
standard_rsp,ECF610B6B0A915B5B79126AC23D43D45,MID-6085A0C16DC0F60D40219CE91BA91923,D0200-M04,Device-0200,MNO-D,PROFILE-07919cc62a0ed9cb2539
aura_rsp,B6547F8183A06ABB4D7CC2CA02B7061F,IAC-4020585E7ABC7184307511EE864D3F33,D0200-M04,Device-0200,MNO-D,PROFILE-07919cc62a0ed9cb2539
standard_rsp,A3B852F371EEB1F3713D179E2B0B525D,MID-CBD21C076E2D20D803FB29B35448E83F,D0107-M01,Device-0107,MNO-A,PROFILE-e096027159fdd2da381d
aura_rsp,D8218FE41FB5FC13CDDCDFA53E9ADA75,IAC-C69DFC31C69ECC243DD8FFB3C68FF5FB,D0107-M01,Device-0107,MNO-A,PROFILE-e096027159fdd2da381d
standard_rsp,2E2492F2EB4D7876AD9BA371015B916C,MID-A896E6093FC55ED9FBF05B27307C3066,D0224-M02,Device-0224,MNO-B,PROFILE-b167770e28fb26fddca5
aura_rsp,6BE4081E01034B5DAC69E822AE5F436B,IAC-913E7620A8B7B8F407FD58B595F9EA00,D0224-M02,Device-0224,MNO-B,PROFILE-b167770e28fb26fddca5
standard_rsp,D34362256FF9DFBB589F56E3F69BB1FA,MID-AB7A35DE20AFC7E150304C3861E98712,D0249-M02,Device-0249,MNO-B,PROFILE-68beb687365ef33c8dbc
aura_rsp,7241FA61F6B51C386757E18419A7E685,IAC-A596CB99F6801BE79C5BB493ED1A8CD5,D0249-M02,Device-0249,MNO-B,PROFILE-68beb687365ef33c8dbc
standard_rsp,FB1C5D77F5CBA882F43033C5CA39D386,MID-1BA59E042EB4165287BC890CB43A8EB0,D0083-M02,Device-0083,MNO-B,PROFILE-5327edfaf88c9d816697
aura_rsp,6ABE60F9E24C44C9DC432E895E310A5F,IAC-320D53E205927026843B9484FF851890,D0083-M02,Device-0083,MNO-B,PROFILE-5327edfaf88c9d816697
standard_rsp,1FB13CBAEE3B8D3A25E08BE22B5DB5C5,MID-949240930DD0DE4129F5A6CCD0631C56,D0037-M01,Device-0037,MNO-A,PROFILE-3737d521cf3ff2bba1a0
aura_rsp,1927FD6DF436D2D68C384DDB0B29A299,IAC-30D27A6E8451DED05759F41A8CFAA7B4,D0037-M01,Device-0037,MNO-A,PROFILE-3737d521cf3ff2bba1a0
standard_rsp,4AFCE4DBC7D57B8271D7F7C18910781B,MID-56E1622A05AD131AD3C1673108C86257,D0128-M03,Device-0128,MNO-C,PROFILE-56809dc5290c621bbd29
aura_rsp,30BC06AB8A068D609559FEA0C87E2965,IAC-E5801FD2A02EE2CB0A53708AC1F5B6A6,D0128-M03,Device-0128,MNO-C,PROFILE-56809dc5290c621bbd29
standard_rsp,28D90E2F846A8D2E9BF8C0BB331A3FF3,MID-09CA1889C2E76DF175B88046AE2CA553,D0114-M03,Device-0114,MNO-C,PROFILE-3e9ec1c6fa08446693a3
aura_rsp,0F848D0A047FBE8406B51D7E1FFC3E73,IAC-9AEED2A1C14CC2CF7009E3E52D54F16F,D0114-M03,Device-0114,MNO-C,PROFILE-3e9ec1c6fa08446693a3
standard_rsp,37CDBFA2DD53BB36518E981A454F75A0,MID-D90376511CF407F6CC4806E14B6245AC,D0207-M03,Device-0207,MNO-C,PROFILE-b70ddf0839888d6f4022
aura_rsp,4B5DB45BF5D2FDA37B07A00A8622FEFB,IAC-87A2701D23E18E8306C1C308DA1EB5B4,D0207-M03,Device-0207,MNO-C,PROFILE-b70ddf0839888d6f4022
standard_rsp,D8A06E320FC50F2BCF6C45C49BD94CC3,MID-3FA5E5FA0B4A5073871379C6EEEA1409,D0088-M02,Device-0088,MNO-B,PROFILE-f7184fad3b5ccfe3d768
aura_rsp,097293360FD6DDBC6773794F4BF02E43,IAC-46F0D91D732251A4D812A59E7C028FCA,D0088-M02,Device-0088,MNO-B,PROFILE-f7184fad3b5ccfe3d768
standard_rsp,45167334171876CE99C95AE890635243,MID-73EB5350930F5E06DA96C089793CD9B9,D0045-M03,Device-0045,MNO-C,PROFILE-78a159f6c4c0fe68b9ac
aura_rsp,1841BCD66259B179BC073C7A16C95736,IAC-80DFA91C6ABBFA9C38A12B62A0FE5E07,D0045-M03,Device-0045,MNO-C,PROFILE-78a159f6c4c0fe68b9ac
standard_rsp,168CC77BA7D19D1D61DBB7F8A1B7D182,MID-5041929D0345FA96047A32636F88655D,D0115-M04,Device-0115,MNO-D,PROFILE-27f9f1840ead90960143
aura_rsp,42C1E194D21675D82FF798A7BE6F4721,IAC-638523E82EC3188B2F33B1BAD197CA37,D0115-M04,Device-0115,MNO-D,PROFILE-27f9f1840ead90960143
standard_rsp,CF1D263918D54A54CF400A62D3301BDC,MID-FCD947DA857FB288A097680BD529F9FE,D0016-M04,Device-0016,MNO-D,PROFILE-41c7ff7a8de47e683b0c
aura_rsp,A217A274C00A1D3946D0459B3AFEECF6,IAC-225DDDF430FC15D62E1A0ABF4E4C0BCD,D0016-M04,Device-0016,MNO-D,PROFILE-41c7ff7a8de47e683b0c
standard_rsp,628822B137F44E4E73A8E4DF28EA4BD5,MID-B93FC17F84B582911A0ED2EF7AB23CDB,D0113-M02,Device-0113,MNO-B,PROFILE-57c6083228c7403f2bba
aura_rsp,E854CD628AFEB19CD82D80C49954E0D4,IAC-BF28AF47DC2FB6D38B7D6E5E84CE8732,D0113-M02,Device-0113,MNO-B,PROFILE-57c6083228c7403f2bba
standard_rsp,BE56D4E0C3616BF98F8441892B6D003F,MID-917B5B3166F37FA6AC35EFDDB4C3BD91,D0153-M03,Device-0153,MNO-C,PROFILE-c128adbb98567ca5d26d
aura_rsp,BB4C25A32E669F06AEA6059985CF3800,IAC-698E5CB5F9D0704A144DBED5EE15FA98,D0153-M03,Device-0153,MNO-C,PROFILE-c128adbb98567ca5d26d
standard_rsp,7F0657FE66BF02CEEE033D3E1EF5BA90,MID-C14BF745503B4A1BCD925BBC8E833210,D0206-M04,Device-0206,MNO-D,PROFILE-8ccd8493cf7390b554c2
aura_rsp,03A3AD84ED852F505435B2BCD2BD35E0,IAC-8C20E4D5A6F6400BAAE8ABED95A26287,D0206-M04,Device-0206,MNO-D,PROFILE-8ccd8493cf7390b554c2
standard_rsp,D695D3F44F477CA2E53A5D2A2DAE49C4,MID-26123478FF53831A72FE031C08DF2B1A,D0101-M02,Device-0101,MNO-B,PROFILE-b4fabdc5ffdcf16ce03c
aura_rsp,F4BA72D6E22A9D043AEBA85C724BDE23,IAC-8C8CC8024D45A5F0A2532DE886F4F77B,D0101-M02,Device-0101,MNO-B,PROFILE-b4fabdc5ffdcf16ce03c
standard_rsp,CDD0D0837D1426BFAECD90A2C63547C1,MID-83EAEDBBAC7DB38702C126B4A19E2526,D0168-M04,Device-0168,MNO-D,PROFILE-e03140f4fa10bce6343f
aura_rsp,FDCCE06A78E2BB4A6BEE66FE2222F1FE,IAC-3D4C54912D9E7DF0D9802C1763586E62,D0168-M04,Device-0168,MNO-D,PROFILE-e03140f4fa10bce6343f
standard_rsp,CAB81358EC1E302BEFAFBD6FC643593D,MID-C93AC9CDB37EA9B497C8F003123DFC86,D0226-M01,Device-0226,MNO-A,PROFILE-36ddeed08a1d7b868868
aura_rsp,B4A86CCD0F40B0E296F026B4EFD064A8,IAC-F339FC670CF1C2EBEBC430F706AF9A2E,D0226-M01,Device-0226,MNO-A,PROFILE-36ddeed08a1d7b868868
standard_rsp,388CC7468CB1553F1ABB20D5E917BC86,MID-2E82F76D59923B7563DE22FE89B0E39A,D0095-M03,Device-0095,MNO-C,PROFILE-14f1aa30bc9b362e4995
aura_rsp,6AA83F01F851D4FA4C8FDADDA091CC48,IAC-BA0775158765DC87583F9788C3920DA2,D0095-M03,Device-0095,MNO-C,PROFILE-14f1aa30bc9b362e4995
standard_rsp,95AB740EE95A2FD0B73D78623D0D3A9A,MID-B4D92E545715A02BA18A56FCBB940634,D0084-M03,Device-0084,MNO-C,PROFILE-9aa17763cb5889486361
aura_rsp,AB6E989E240F97F2387E30982159C1C0,IAC-2AE9D8C6800030E0D4A2A81DD64FB251,D0084-M03,Device-0084,MNO-C,PROFILE-9aa17763cb5889486361
standard_rsp,3616A19F6BAF39F5A951C6B4ACC221D0,MID-49E0CA7B4F6F92A8792C5FFB7A31BB47,D0006-M02,Device-0006,MNO-B,PROFILE-16ed75f4393119cbde01
aura_rsp,4D4721011BA4FCAB0268D22DC28022FB,IAC-ACD88B2E1446CA47DDB10BDEA9EB7CBC,D0006-M02,Device-0006,MNO-B,PROFILE-16ed75f4393119cbde01
standard_rsp,2A5CACF3306D6E55A01AF38B6693D2FC,MID-87CB9BC1AB0F72E8667AF79F8A030081,D0054-M02,Device-0054,MNO-B,PROFILE-122a5bdb28e93f85d47b
aura_rsp,848E75B72862DDDD0ADE9AA0838B690B,IAC-3515DA0051707752411B1F7CD513E3F7,D0054-M02,Device-0054,MNO-B,PROFILE-122a5bdb28e93f85d47b
standard_rsp,875AEBE6B98C5C07029E7499D15ADFAE,MID-B7569878CC6C75F94BD3F827E7970C4F,D0142-M03,Device-0142,MNO-C,PROFILE-ae1fe46cfba81e4b407e
aura_rsp,BCDC2AF9DE9A884952BE11BE0A5329FE,IAC-BD3EEA789E8E05AC37C0AFBA84A85AAF,D0142-M03,Device-0142,MNO-C,PROFILE-ae1fe46cfba81e4b407e
standard_rsp,E3ACB93E41E31760B8536546C31C8F87,MID-387A85C301BAF155C2FF7BCA832EB3AA,D0160-M04,Device-0160,MNO-D,PROFILE-97af98b54d775c8cab81
aura_rsp,55590E54CBEC0050050CAA791DC04809,IAC-583197F91F1BC9353F4981494CD00885,D0160-M04,Device-0160,MNO-D,PROFILE-97af98b54d775c8cab81
standard_rsp,73B3A2C11FFEAC9F4AD1C59ACB73BA42,MID-FF834286309303C8ACE7F63325FA5392,D0219-M04,Device-0219,MNO-D,PROFILE-0aaff4ce918446370309
aura_rsp,F22CC9DCF276A21E67A25BA19652FCAF,IAC-7C4E8BCDFB6F69C6EEE0BC71AF9A988B,D0219-M04,Device-0219,MNO-D,PROFILE-0aaff4ce918446370309
standard_rsp,6F7921ADE6766A4C3991F30AAB588B53,MID-D7C149388AF14B62279341DAB0E64F86,D0218-M03,Device-0218,MNO-C,PROFILE-691ce6764f2e26b9059b
aura_rsp,E04FCC579BB20C8522E9CFDC9BFB3632,IAC-B3CD57FD73556A41CC4A3E9F38819258,D0218-M03,Device-0218,MNO-C,PROFILE-691ce6764f2e26b9059b
standard_rsp,48AEBD62583FA7FE26019F13A4AD76F9,MID-AA2A5FD75E00F9A79BFFE2819011C684,D0041-M01,Device-0041,MNO-A,PROFILE-57b7fe864481941e13a2
aura_rsp,F5E563276A8E863B693115F35074F999,IAC-A4C12C4DDFB8B7DB7939AC11D566889F,D0041-M01,Device-0041,MNO-A,PROFILE-57b7fe864481941e13a2
standard_rsp,DF096C1867BDB45C521DA60DB11D192B,MID-6FE80CCFD24BA78C6D7348EDEB457340,D0122-M04,Device-0122,MNO-D,PROFILE-53f649dfd357239cbc20
aura_rsp,6243F3FC6E1F124F5813CCB40329F405,IAC-9DF4080A467DD1F2C3338131FF976447,D0122-M04,Device-0122,MNO-D,PROFILE-53f649dfd357239cbc20
standard_rsp,659F8931C6895186643BEEAA479A972E,MID-87D7CE285B0F71692C5C4106280BBD54,D0108-M04,Device-0108,MNO-D,PROFILE-b13ede3892f35424fffa
aura_rsp,ACA78AEDDE7778141E82A9CC3CA26C31,IAC-7496528F1906017328CEAC2106C0EF75,D0108-M04,Device-0108,MNO-D,PROFILE-b13ede3892f35424fffa
standard_rsp,5FBD3C47D25BA4137A5BE2D878EF56A9,MID-9A469D253035BD2D2B9119CCA3417D60,D0246-M02,Device-0246,MNO-B,PROFILE-a8411f351af0e34d1adb
aura_rsp,659921F22C78EAB414066DC7662B556A,IAC-C59F202234B019536D94D95C26562889,D0246-M02,Device-0246,MNO-B,PROFILE-a8411f351af0e34d1adb
standard_rsp,BEEFE3BC3E903CA9F81D62841BFD348E,MID-3F6A9BBC39BC7141B0C487DCABDCC6FA,D0144-M03,Device-0144,MNO-C,PROFILE-d20d0ab073b9196448c1
aura_rsp,5E670ADD5B01AECE6023ACC9CCAED0B7,IAC-F07AE68B83F94E8ACB7EB3555AB41183,D0144-M03,Device-0144,MNO-C,PROFILE-d20d0ab073b9196448c1
standard_rsp,704B87269B07869B122A791E3B74DEBF,MID-B8BCBC840BF9B57D5A65D8FA69CB15A7,D0087-M01,Device-0087,MNO-A,PROFILE-8d14dbc940f74595e84e
aura_rsp,27EAF3D4D64A135F59583C4AFC4F1577,IAC-A82A86CD074C51608E52E13B020878A0,D0087-M01,Device-0087,MNO-A,PROFILE-8d14dbc940f74595e84e
standard_rsp,F5176A4DF6117F4DB76E1872CE397999,MID-9C5323B3875435CB98AF81EF0A6FE263,D0196-M04,Device-0196,MNO-D,PROFILE-c480232b79c8b8ee62dc
aura_rsp,A164EFA2D0D7256EDF441DEC2AE9C4E3,IAC-E399503A1148CC5AB8DD1A156B91C864,D0196-M04,Device-0196,MNO-D,PROFILE-c480232b79c8b8ee62dc
standard_rsp,CC38FA5336A8402E76A66E77CE388255,MID-4E66A3D65239FBF27CE68208C9A3A9FA,D0014-M02,Device-0014,MNO-B,PROFILE-04dbc14e211004b05cee
aura_rsp,3CAA05A2239576A81F868EE95199CCCC,IAC-C2AC055DBD42CC3D1EBA9D9546C4ABF6,D0014-M02,Device-0014,MNO-B,PROFILE-04dbc14e211004b05cee
standard_rsp,86A57A9F323A178327DAEE85ABE6FEC4,MID-DAF2E248EEF0E1AC688AC425A7015A94,D0066-M02,Device-0066,MNO-B,PROFILE-4cfc9a27de44f0c22909
aura_rsp,D7EEDA529CB379F749239253AAF1C605,IAC-BB47DC9283FCBC08DE1523FC5B6CCFEE,D0066-M02,Device-0066,MNO-B,PROFILE-4cfc9a27de44f0c22909
standard_rsp,28459D10AA83BA03E9C52E57094A36AA,MID-A60D466B1D4F1636244BF2245F4F99C3,D0140-M02,Device-0140,MNO-B,PROFILE-feb7b27effd1fee77c08
aura_rsp,78FD4892FC0C541AB974B66F2B3B1D7B,IAC-6A3EC8A0AD1955EF80EC758FDF739868,D0140-M02,Device-0140,MNO-B,PROFILE-feb7b27effd1fee77c08
standard_rsp,C52398D196833554256A32FDAE23592D,MID-B59FF4DF7000C15713AA06E04B990D84,D0086-M01,Device-0086,MNO-A,PROFILE-c6032d4848e7841c4649
aura_rsp,8EEC37021E3C2AD8D1DDE926390C6EED,IAC-5BE8B8BB9C858B729C5C55C99F4D090F,D0086-M01,Device-0086,MNO-A,PROFILE-c6032d4848e7841c4649
standard_rsp,7E50FDD2ECCE70591CA71D2577BD6484,MID-990145458819AEE4BB36045A7B78A0C3,D0226-M02,Device-0226,MNO-B,PROFILE-ad011ef8dbf7afb37e93
aura_rsp,0137CF2E0FDC89458DB9336EC5B4629C,IAC-CDFE32616E1E076097E7CE255706371E,D0226-M02,Device-0226,MNO-B,PROFILE-ad011ef8dbf7afb37e93
standard_rsp,F7CC348623D6F44D3CB6580CC28435F7,MID-D57B4AA79E8FD2645D4CB7C7C3B5AB61,D0052-M01,Device-0052,MNO-A,PROFILE-2243bed57ffda91b6e04
aura_rsp,E6E30D9997E14688413D934D66D9E525,IAC-D520AA2DDB90725C3D07B9CA1B963A07,D0052-M01,Device-0052,MNO-A,PROFILE-2243bed57ffda91b6e04
standard_rsp,727A48FF6467829DC1FB476586C05362,MID-12828DDEF34542FA3C7B508EDAF89AD6,D0172-M04,Device-0172,MNO-D,PROFILE-bb69a6e4c4e9eacfe8fa
aura_rsp,3FF386F95E9C40A2A1AA70F4BE79DCB7,IAC-1AAF18C4989E4E50F53239CB3560A700,D0172-M04,Device-0172,MNO-D,PROFILE-bb69a6e4c4e9eacfe8fa
standard_rsp,40D2CD8C7D8DF53F3B6C6A119EF86917,MID-DBF4FD9C6175B913A63B5ABED3FCE7CE,D0129-M02,Device-0129,MNO-B,PROFILE-12a741cb310488a45083
aura_rsp,C01D1927AEE57A4F10D473FB02248CE4,IAC-CD59247EFCE24D61A556015D8D30F18F,D0129-M02,Device-0129,MNO-B,PROFILE-12a741cb310488a45083
standard_rsp,53ACE2C5C41746B9FD1BC5B93C87AA07,MID-0DA5DCB0E574119184B5C2C38792B01D,D0114-M02,Device-0114,MNO-B,PROFILE-e723d4468ac9c7186406
aura_rsp,5D3E75CBA8728EF889593EC62DE9A1EA,IAC-29AEDA0B07B69F0E6985494A20EA6ECA,D0114-M02,Device-0114,MNO-B,PROFILE-e723d4468ac9c7186406
standard_rsp,E14724E6CC65EEBA5CC8027363B15FA8,MID-84278877BBF80A4D21F578F20CBA4D1D,D0198-M04,Device-0198,MNO-D,PROFILE-ff843d15e5abc51f15e9
aura_rsp,FE4B67EFF8F5F60819AB498A295687D4,IAC-4C992E84A30DF8E12AE1E6E61A70CDC8,D0198-M04,Device-0198,MNO-D,PROFILE-ff843d15e5abc51f15e9
standard_rsp,120F45C467B7A705CBA006B1B6154917,MID-77022BD9787AD845410DC4BA08A4E377,D0111-M04,Device-0111,MNO-D,PROFILE-2f4aa246bf8411822c53
aura_rsp,034982FDC621D9E84CBF493EA0C5DE21,IAC-595E61F7EA04A2B09BC75A4A54511520,D0111-M04,Device-0111,MNO-D,PROFILE-2f4aa246bf8411822c53
standard_rsp,07832AB1C4DF3EE047E298227E012F36,MID-6B12B013A8C43EE32AD77DFE3F47EDFD,D0242-M04,Device-0242,MNO-D,PROFILE-0b6b0e8c6b9a5137269e
aura_rsp,D1C9E976E12401A3CCDB5DC0EEDE41B5,IAC-A680553735355EC85783DA2CB696FA07,D0242-M04,Device-0242,MNO-D,PROFILE-0b6b0e8c6b9a5137269e
standard_rsp,02E33863501C76234C318B687E725476,MID-0258DEC1F976C3268533BC94EBD128FC,D0209-M01,Device-0209,MNO-A,PROFILE-dd1710bf6262c216a27a
aura_rsp,BF33CE8117915F2674641036F76E2C71,IAC-321B1B4CF0C8B2064A823E8418F431BE,D0209-M01,Device-0209,MNO-A,PROFILE-dd1710bf6262c216a27a
standard_rsp,D09C4053D76AC953C1853CFD132D3D97,MID-B8A27A72DED1338E4E70424559076BF6,D0104-M02,Device-0104,MNO-B,PROFILE-c8c68fe991904253996d
aura_rsp,EA023E2FFF67386CBBCE27F62D1217BD,IAC-EFB45417E568B8F00E8300BCF21B139E,D0104-M02,Device-0104,MNO-B,PROFILE-c8c68fe991904253996d
standard_rsp,408F5642715420DA567A6359DBF41550,MID-46E3848EBA91374015FF93C5FFF1FBD1,D0241-M02,Device-0241,MNO-B,PROFILE-0baee2378c7e38a2755d
aura_rsp,0B8392D657B56587018D2B062C692374,IAC-76DA5D5A137484892B693DFA31766E0D,D0241-M02,Device-0241,MNO-B,PROFILE-0baee2378c7e38a2755d
standard_rsp,A025B146DFB932DE0E62D87032AF03E5,MID-AB8C2F10E2547B89AED3E1A3A0857D6C,D0059-M01,Device-0059,MNO-A,PROFILE-fddfce0dd034180b57bd
aura_rsp,5B759AE676307B77C1E3CC2EB38AF778,IAC-C7F6CDAF030D7A90887392C65FED30E1,D0059-M01,Device-0059,MNO-A,PROFILE-fddfce0dd034180b57bd
standard_rsp,A95DCF535DF827F17AD6E8C52923DFEA,MID-7049F54D0C245861109C67EBD68781A5,D0152-M04,Device-0152,MNO-D,PROFILE-2cd114416e826d76718d
aura_rsp,C5C44C760A7E80B67BB161E35FF46ADF,IAC-688860054BF619558C29FCF25686F533,D0152-M04,Device-0152,MNO-D,PROFILE-2cd114416e826d76718d
standard_rsp,7F2A98EB7A0C81AACEDB226DBF7ABF17,MID-42227DCA59D8AF90E3FD078E7E472DDE,D0185-M04,Device-0185,MNO-D,PROFILE-e14f7f7f4af3890be149
aura_rsp,800ED196548EBD220B97E33DEDAF475B,IAC-4ED7EADB7544CF6F0CEC6C652B5CEE44,D0185-M04,Device-0185,MNO-D,PROFILE-e14f7f7f4af3890be149
standard_rsp,4AB071503ACE031D58DAC1AE61429B10,MID-4C5B1861DDCC7F756886FD988468CE06,D0234-M03,Device-0234,MNO-C,PROFILE-668bbcac7c6d3de3504d
aura_rsp,9F01FE6EDE55AB4CFA1A0A481CAC5A73,IAC-BC8892A0AD271538B980E28D64A4667C,D0234-M03,Device-0234,MNO-C,PROFILE-668bbcac7c6d3de3504d
standard_rsp,BAB68EC61E18020D68E7AD6BC82D7875,MID-295CCEE83819CE28EB2EC1F6C69FE223,D0244-M01,Device-0244,MNO-A,PROFILE-46c3a96558d06f28739d
aura_rsp,6CD807117BE5BAB67BB97867FE48A741,IAC-0ABC2E9F74E7087B3C39E76ACCAF7855,D0244-M01,Device-0244,MNO-A,PROFILE-46c3a96558d06f28739d
standard_rsp,A5F70E3054DFF0BD93F874F36A01B8AE,MID-776E7EE84C9C448CF7681EE0343BF4FB,D0096-M01,Device-0096,MNO-A,PROFILE-01c3690132ce3daee1f0
aura_rsp,F2CF99FA810DC464239E033C453E264A,IAC-B9B47D1D662AB35B82F6B989CF3A8CCF,D0096-M01,Device-0096,MNO-A,PROFILE-01c3690132ce3daee1f0
standard_rsp,F9136BF2837D09FFAEF25A0C8141703A,MID-99339F82BE254D63B671AEE0C7E25FFD,D0060-M04,Device-0060,MNO-D,PROFILE-f5944d3b87a5818ce67e
aura_rsp,5FB87AD9841599C4177E853192A8C6E5,IAC-2787E011B0679F1A9AE9EFBA786A904B,D0060-M04,Device-0060,MNO-D,PROFILE-f5944d3b87a5818ce67e
standard_rsp,7C41D0505106B3601D60A0409DC72D66,MID-F7526C8999F5D6A7521AEF1D25FD96C6,D0197-M04,Device-0197,MNO-D,PROFILE-e6bb105e7df0468c5f2c
aura_rsp,619D5714FD41E00440D13352CC63BCFB,IAC-6858AF527DEF58D90D0870E7930BCEB0,D0197-M04,Device-0197,MNO-D,PROFILE-e6bb105e7df0468c5f2c
standard_rsp,47F9FB76DDC598428DAC568CFEFF15ED,MID-5824CAAE0A9CF799A04A9CFE042AF9B0,D0077-M01,Device-0077,MNO-A,PROFILE-0dd19301131b3078df6c
aura_rsp,9077F508C11CA2EFAE485FEA2AE6998F,IAC-B95839CD0F87633C2B683C7EE8A72A16,D0077-M01,Device-0077,MNO-A,PROFILE-0dd19301131b3078df6c
standard_rsp,EDCF24EF057227E5800E1DCEA00FEA1D,MID-48391ACFF9A22CFA7FD8E58A798A8BA3,D0147-M03,Device-0147,MNO-C,PROFILE-d5268c84bd9998d7cf5e
aura_rsp,E5C2DB2BCDAD1ED3A80092A2E73D4A9B,IAC-A109CB4435AA40298D49EBE1349D177C,D0147-M03,Device-0147,MNO-C,PROFILE-d5268c84bd9998d7cf5e
standard_rsp,18925565CB76C3586F5BB896ACE8C4D0,MID-C3E18CD310D8F11E20C9118CE4F46233,D0228-M03,Device-0228,MNO-C,PROFILE-5a847d498a78dc2770aa
aura_rsp,7FC5AE69612C29ADA9FCA7436D280978,IAC-EDD2D9A34A2FDFF1E8A764A52954AD6C,D0228-M03,Device-0228,MNO-C,PROFILE-5a847d498a78dc2770aa
standard_rsp,6C7D2317C4BE04C3CA890D4165C93B4D,MID-840E9EA9B0C9627299D151B4626BA925,D0026-M02,Device-0026,MNO-B,PROFILE-25fd3e2ac65003133bb4
aura_rsp,4D8CFA7DAB7B45D3B7A18082C66A18FB,IAC-C55F2EC9D1D8C74F68B991E020B4484D,D0026-M02,Device-0026,MNO-B,PROFILE-25fd3e2ac65003133bb4
standard_rsp,BC9A8D45F325A23E8907A51A7C53EECC,MID-A86BFFB6823D8AE8F374651D94FA35EA,D0145-M02,Device-0145,MNO-B,PROFILE-f900dcf61bf1dfd88c9b
aura_rsp,FB3D2B5A693BF6E80AA13DE3535E8B0F,IAC-989C9344218BCF339617C045DC579568,D0145-M02,Device-0145,MNO-B,PROFILE-f900dcf61bf1dfd88c9b
standard_rsp,314EBDC20A57070C61004C6E9497E41F,MID-DC56E6C04FADE6985BCA3BA90C022B11,D0180-M03,Device-0180,MNO-C,PROFILE-e478f38cb6f44e37717a
